Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
agrest3,io.agrest.exp.parser,AgExpressionParserConstants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: EOF; NULL; TRUE; FALSE; CONCAT; SUBSTRING; TRIM; LOWER; UPPER; LENGTH; LOCATE; ABS; SQRT; MOD; CURRENT_DATE; CURRENT_TIME; CURRENT_TIMESTAMP; YEAR; MONTH; WEEK; DAY_OF_YEAR; DAY; DAY_OF_MONTH; DAY_OF_WEEK; HOUR; MINUTE; SECOND; PROPERTY_PATH; IDENTIFIER; LETTER; DIGIT; DOLLAR_SIGN; ESC; SINGLE_QUOTED_STRING; STRING_ESC; DOUBLE_QUOTED_STRING; INT_LITERAL; FLOAT_LITERAL; DEC_FLT; DEC_DIGITS; EXPONENT; FLT_SUFF; DEFAULT; WithinSingleQuoteLiteral; WithinDoubleQuoteLiteral; tokenImage
agrest3,io.agrest.exp.parser,AgExpressionParserDefaultVisitor,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 51 public methods
agrest3,io.agrest.exp.parser,AgExpressionParserTokenManager,Feature Envy,The tool detected a instance of this smell because jjFillToken is more interested in members of the type: JavaCharStream
agrest3,io.agrest.exp.parser,AgExpressionParserTokenManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: literalValue; stringBuffer; debugStream; jjbitVec0; jjbitVec2; jjstrLiteralImages; jjnextStates; curLexState; defaultLexState; jjnewStateCnt; jjround; jjmatchedPos; jjmatchedKind; lexStateNames; jjnewLexState; jjtoToken; jjtoSkip; jjtoSpecial; jjtoMore; input_stream; jjrounds; jjstateSet; jjimage; image; jjimageLen; lengthOfMatch; curChar
agrest3,io.agrest.exp.parser,AgExpressionParserTokenManager,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AgExpressionParserConstants
agrest3,io.agrest.exp.parser,AgExpressionParserTokenManager,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 47 methods
agrest3,io.agrest.exp.parser,AgExpressionParserTreeConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: JJTROOT; JJTVOID; JJTOR; JJTAND; JJTNOT; JJTTRUE; JJTFALSE; JJTEQUAL; JJTNOTEQUAL; JJTLESSOREQUAL; JJTLESS; JJTGREATER; JJTGREATEROREQUAL; JJTLIKE; JJTLIKEIGNORECASE; JJTIN; JJTBETWEEN; JJTNOTLIKE; JJTNOTLIKEIGNORECASE; JJTNOTIN; JJTNOTBETWEEN; JJTSCALARLIST; JJTSCALAR; JJTBITWISEOR; JJTBITWISEXOR; JJTBITWISEAND; JJTBITWISELEFTSHIFT; JJTBITWISERIGHTSHIFT; JJTADD; JJTSUBTRACT; JJTMULTIPLY; JJTDIVIDE; JJTBITWISENOT; JJTNEGATE; JJTCONCAT; JJTSUBSTRING; JJTTRIM; JJTLOWER; JJTUPPER; JJTLENGTH; JJTLOCATE; JJTABS; JJTSQRT; JJTMOD; JJTCURRENTDATE; JJTCURRENTTIME; JJTCURRENTTIMESTAMP; JJTEXTRACT; JJTNAMEDPARAMETER; JJTOBJPATH; jjtNodeName
agrest3,io.agrest.exp.parser,AgExpressionParserTreeConstants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: JJTROOT; JJTVOID; JJTOR; JJTAND; JJTNOT; JJTTRUE; JJTFALSE; JJTEQUAL; JJTNOTEQUAL; JJTLESSOREQUAL; JJTLESS; JJTGREATER; JJTGREATEROREQUAL; JJTLIKE; JJTLIKEIGNORECASE; JJTIN; JJTBETWEEN; JJTNOTLIKE; JJTNOTLIKEIGNORECASE; JJTNOTIN; JJTNOTBETWEEN; JJTSCALARLIST; JJTSCALAR; JJTBITWISEOR; JJTBITWISEXOR; JJTBITWISEAND; JJTBITWISELEFTSHIFT; JJTBITWISERIGHTSHIFT; JJTADD; JJTSUBTRACT; JJTMULTIPLY; JJTDIVIDE; JJTBITWISENOT; JJTNEGATE; JJTCONCAT; JJTSUBSTRING; JJTTRIM; JJTLOWER; JJTUPPER; JJTLENGTH; JJTLOCATE; JJTABS; JJTSQRT; JJTMOD; JJTCURRENTDATE; JJTCURRENTTIME; JJTCURRENTTIMESTAMP; JJTEXTRACT; JJTNAMEDPARAMETER; JJTOBJPATH; jjtNodeName
agrest3,io.agrest.exp.parser,AgExpressionParserVisitor,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 50 public methods
agrest3,io.agrest.exp.parser,AgExpressionParserVisitor,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: ExpAbs; ExpAdd; ExpAnd; ExpBetween; ExpBitwiseAnd; ExpBitwiseLeftShift; ExpBitwiseNot; ExpBitwiseOr; ExpBitwiseRightShift; ExpBitwiseXor; ExpConcat; ExpCurrentDate; ExpCurrentTime; ExpCurrentTimestamp; ExpDivide; ExpEqual; ExpExtract; ExpFalse; ExpGreater; ExpGreaterOrEqual; ExpIn; ExpLength; ExpLess; ExpLessOrEqual; ExpLike; ExpLikeIgnoreCase; ExpLocate; ExpLower; ExpMod; ExpMultiply; ExpNamedParameter; ExpNegate; ExpNot; ExpNotBetween; ExpNotEqual; ExpNotIn; ExpNotLike; ExpNotLikeIgnoreCase; ExpObjPath; ExpOr; ExpRoot; ExpScalar; ExpScalarList; ExpSqrt; ExpSubstring; ExpSubtract; ExpTrim; ExpTrue; ExpUpper; Node; SimpleNode; Exp. Outgoing dependencies: SimpleNode; ExpRoot; ExpOr; ExpAnd; ExpNot; ExpTrue; ExpFalse; ExpEqual; ExpNotEqual; ExpLessOrEqual; ExpLess; ExpGreater; ExpGreaterOrEqual; ExpLike; ExpLikeIgnoreCase; ExpIn; ExpBetween; ExpNotLike; ExpNotLikeIgnoreCase; ExpNotIn; ExpNotBetween; ExpScalarList; ExpScalar; ExpBitwiseOr; ExpBitwiseXor; ExpBitwiseAnd; ExpBitwiseLeftShift; ExpBitwiseRightShift; ExpAdd; ExpSubtract; ExpMultiply; ExpDivide; ExpBitwiseNot; ExpNegate; ExpConcat; ExpSubstring; ExpTrim; ExpLower; ExpUpper; ExpLength; ExpLocate; ExpAbs; ExpSqrt; ExpMod; ExpCurrentDate; ExpCurrentTime; ExpCurrentTimestamp; ExpExtract; ExpNamedParameter; ExpObjPath
agrest3,io.agrest.exp.parser,ExpGenericScalar,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: ExpScalar
agrest3,io.agrest.exp.parser,ExpScalar,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ExpGenericScalar
agrest3,io.agrest.exp.parser,ExpScalarList.ListValueVisitor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.exp.parser,ExpScalarList.ListValueVisitor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,JavaCharStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: staticFlag; bufpos; bufsize; available; tokenBegin; bufline; bufcolumn; column; line; prevCharIsCR; prevCharIsLF; inputStream; nextCharBuf; buffer; maxNextCharInd; nextCharInd; inBuf; tabSize; trackLineColumn
agrest3,io.agrest.exp.parser,NamedParameter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ParseException,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; INDENT; EOL; currentToken; expectedTokenSequences; tokenImage
agrest3,io.agrest.exp.parser,SimpleNode,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ExpAbs; ExpAdd; ExpAnd; ExpBetween; ExpBitwiseAnd; ExpBitwiseLeftShift; ExpBitwiseNot; ExpBitwiseOr; ExpBitwiseRightShift; ExpBitwiseXor; ExpConcat; ExpCurrentDate; ExpCurrentTime; ExpCurrentTimestamp; ExpDivide; ExpEqual; ExpExtract; ExpFalse; ExpGenericScalar; ExpGreater; ExpGreaterOrEqual; ExpIn; ExpLength; ExpLess; ExpLessOrEqual; ExpLike; ExpLikeIgnoreCase; ExpLocate; ExpLower; ExpMod; ExpMultiply; ExpNamedParameter; ExpNegate; ExpNot; ExpNotBetween; ExpNotEqual; ExpNotIn; ExpNotLike; ExpNotLikeIgnoreCase; ExpObjPath; ExpOr; ExpRoot; ExpSqrt; ExpSubstring; ExpSubtract; ExpTrim; ExpTrue; ExpUpper
agrest3,io.agrest.exp.parser,StreamProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,StringProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,Token,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; kind; beginLine; beginColumn; endLine; endColumn; image; next; specialToken
agrest3,io.agrest.exp.parser,TokenMgrException,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; LEXICAL_ERROR; STATIC_LEXER_ERROR; INVALID_LEXICAL_STATE; LOOP_DETECTED; errorCode
agrest3,io.agrest.exp.parser,AbstractExpTest,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ExpAbsTest; ExpAddTest; ExpAndTest; ExpBetweenTest; ExpBitwiseAndTest; ExpBitwiseLeftShiftTest; ExpBitwiseNotTest; ExpBitwiseOrTest; ExpBitwiseRightShiftTest; ExpBitwiseXorTest; ExpConcatTest; ExpCurrentDateTest; ExpCurrentTimestampTest; ExpCurrentTimeTest; ExpDivideTest; ExpEqualTest; ExpExtractTest; ExpFalseTest; ExpGreaterOrEqualTest; ExpGreaterTest; ExpInTest; ExpLengthTest; ExpLessOrEqualTest; ExpLessTest; ExpLikeIgnoreCaseTest; ExpLikeTest; ExpLocateTest; ExpLowerTest; ExpModTest; ExpMultiplyTest; ExpNamedParameterTest; ExpNegateTest; ExpNotBetweenTest; ExpNotEqualTest; ExpNotInTest; ExpNotLikeIgnoreCaseTest; ExpNotLikeTest; ExpNotTest; ExpObjPathTest; ExpScalarFloatTest; ExpScalarIntTest; ExpScalarNullTest; ExpScalarStringTest; ExpSqrtTest; ExpSubstringTest; ExpSubtractTest; ExpTrimTest; ExpTrueTest; ExpUpperTest
agrest3,io.agrest.exp.parser,CompositeExpTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpAbsTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpAddTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpAndTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBetweenTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBitwiseAndTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBitwiseLeftShiftTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBitwiseNotTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBitwiseOrTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBitwiseRightShiftTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBitwiseXorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpConcatTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpCurrentDateTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpCurrentTimestampTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpCurrentTimeTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpDivideTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpEqualTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpExtractTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpFalseTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpGreaterOrEqualTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpGreaterTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpInTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpLengthTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpLessOrEqualTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpLessTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpLikeIgnoreCaseTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpLikeTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpLocateTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpLowerTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpModTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpMultiplyTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNamedParameterTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNegateTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNotBetweenTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNotEqualTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNotInTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNotLikeIgnoreCaseTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNotLikeTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpNotTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpObjPathTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpScalarFloatTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpScalarIntTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpScalarNullTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpScalarStringTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpSqrtTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpSubstringTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpSubtractTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpTrimTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpTrueTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.exp.parser,ExpUpperTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.id,AgObjectId,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: RequestSchema; AgSchema; AgEntity; AgEntityOverlay; RootDataResolver; SelectContext; AgObjectId; EntityParent; RootResourceEntity; PropertyFilter; PropertyFilteringRulesBuilder; CreateAuthorizer; EntityUpdate; AllowAllCreateAuthorizer; UpdateAuthorizer; AllowAllUpdateAuthorizer; RelatedDataResolver; RelatedResourceEntity; ResourceEntity; ResourceEntityProjection; AgRelationship; AgEntityOverlayResolver; AgRelationshipOverlay; RelatedDataResolverFactory; RootDataResolverFactory; BaseRootDataResolver
agrest3,io.agrest.id,MultiValueId,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseObjectId
agrest3,io.agrest.id,SingleValueId,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseObjectId
agrest3,io.agrest.meta,AgEntity,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: RequestSchema; AgSchema; AgEntity; AgEntityOverlay; RootDataResolver; SelectContext; AgObjectId; EntityParent; RootResourceEntity; PropertyFilter; PropertyFilteringRulesBuilder; CreateAuthorizer; EntityUpdate; AllowAllCreateAuthorizer; UpdateAuthorizer; AllowAllUpdateAuthorizer; RelatedDataResolver; RelatedResourceEntity; ResourceEntity; ResourceEntityProjection; AgRelationship; AgEntityOverlayResolver; AgRelationshipOverlay; RelatedDataResolverFactory; RootDataResolverFactory; BaseRootDataResolver
agrest3,io.agrest.meta,AgEntityOverlay,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 52 public methods
agrest3,io.agrest.meta,DefaultAttribute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,DefaultAttributeOverlay,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,DefaultAttributeOverlay,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BasePropertyOverlay; AgAttributeOverlay
agrest3,io.agrest.meta,DefaultRelationship,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,DefaultRelationshipOverlay,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,DefaultRelationshipOverlay,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BasePropertyOverlay; AgRelationshipOverlay
agrest3,io.agrest.meta,LazyEntity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,LazyEntity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseLazyEntity; AgEntity
agrest3,io.agrest.meta,AgEntityOverlayTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
agrest3,io.agrest.meta,DefaultEntityTest.O1,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.meta,DefaultEntityTest.O1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,DefaultEntityTest.O11,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.meta,DefaultEntityTest.O11,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,DefaultEntityTest.O12,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.meta,DefaultEntityTest.O12,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,DefaultEntityTest.O111,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.meta,DefaultEntityTest.O111,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,LazySchemaTest.Tr,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.meta,LazySchemaTest.Tr,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.meta,LazySchemaTest.Ts,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.meta,LazySchemaTest.Ts,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.processor,ExceptionMappingProcessorDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.processor,Processor,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ExceptionMappingProcessorDecorator; DeleteAuthorizeChangesStage; DeleteInDataStoreStage; DeleteMapChangesStage; DeleteStartStage; SelectApplyServerParamsStage; SelectAssembleQueryStage; SelectCreateResourceEntityStage; SelectEncoderInstallStage; SelectFetchDataStage; SelectFilterResultStage; SelectStartStage; UnrelateStartStage; UnrelateUpdateDateStoreStage; UpdateApplyServerParamsStage; UpdateAuthorizeChangesStage; UpdateCommitStage; UpdateCreateResourceEntityStage; UpdateEncoderInstallStage; UpdateFillResponseStage; UpdateFilterResultStage; UpdateMapChangesStage; UpdateMergeChangesStage; UpdateParseRequestStage; UpdateStartStage
agrest3,io.agrest.processor,ProcessorOutcome,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
